"neglect","nɪˈɡlekt","C1","verb","to not give enough care or attention","ihmal etmek","ignore, disregard","Don't <b>neglect</b> your health while working hard.","He was accused of child <b>neglect</b>.","Ne Yelek","Çocuğunu o kadar <b>ihmal etmiş</b> ki, kış günü üstünde <b>Ne Yelek</b> (neglect) var ne hırka, titreyerek geziyor."
"virtuous","ˈvɜː.tʃu.əs","C2","adj","having good moral qualities","erdemli, faziletli","righteous, moral","She lived a strictly <b>virtuous</b> life.","He felt <b>virtuous</b> after donating to charity.","Ver Tuş","Piyanist o kadar <b>erdemli</b> bir insandı ki, konser gelirini bağışlamak için piyanosundaki '<b>Ver Tuş</b>una (virtuous)' bastı."
"dilemma","dɪˈlem.ə","B2","noun","a situation where a difficult choice has to be made","ikilem, açmaz","predicament, quandary","I'm in a <b>dilemma</b> about whether to accept the job.","The ethical <b>dilemma</b> was hard to resolve.","Dilim Ma","Diyet yapan kız pastaya bakıp 'Bir <b>Dilim</b> daha yesem <b>Mi</b> (dilemma) yemese mi?' diye büyük bir <b>ikilem</b>de kaldı."
"staggering","ˈstæɡ.ər.ɪŋ","C1","adj","very shocking and surprising","şaşırtıcı, sarsıcı","shocking, astounding","The cost of the project was a <b>staggering</b> amount.","She achieved a <b>staggering</b> victory.","Site Girin","Emlakçı müşterilere 'Şu lüks <b>Site</b>ye <b>Girin</b> (staggering) de fiyatların ne kadar <b>şaşırtıcı</b> olduğunu görün' dedi."
"ought","ɔːt","B1","verb","used to show what is necessary or desirable","-meli/-malı (yapması gerekir)","should, must","You <b>ought</b> to apologize to him.","We <b>ought</b> to leave now to avoid traffic.","Ot","Doktor hastasına 'Bu şifalı <b>Ot</b>u (ought) her gün içmen <b>gerekir</b>, yoksa iyileşemezsin' dedi."
"check it out","tʃek ɪt aʊt","A2","phrase","look at or investigate something","bir bakmak, incelemek","examine, look at","That new movie looks great, let's <b>check it out</b>.","You should <b>check it out</b> before buying.","Ceket At","Mağazadaki adam 'Şu <b>Ceket</b>i üstüne <b>At</b> (check it out) da nasıl duruyor bir <b>bakalım, inceleyelim</b>' dedi."
"mumble","ˈmʌm.bəl","C1","verb","to speak quietly and not clearly","mırıldanmak, ağzında gevelemek","mutter, murmur","Stop <b>mumbl</b>ing and speak up.","He <b>mumble</b>d something about being tired.","Mum Bul","Elektrikler kesilince çocuk korkudan titreyerek 'Bana bir <b>Mum Bul</b> (mumble)' diye <b>mırıldandı</b>."
"faith","feɪθ","B2","noun","great trust or confidence in something","inanç, güven","trust, belief","I have great <b>faith</b> in your ability.","Losing his job shook his <b>faith</b> in the system.","Feyz","Dedesinden aldığı <b>Feyz</b> (faith) ile hayata olan <b>inanc</b>ı ve güveni daha da arttı."
"skeptical","ˈskep.tɪ.kəl","C1","adj","doubting that something is true or useful","şüpheci, kuşkucu","doubtful, cynical","I remain <b>skeptical</b> about the new plan.","The public is <b>skeptical</b> of the government's claims.","Sik (Sık) Tıkıl","Hapishaneye <b>Sık</b>ıştırılıp <b>Tıkıl</b>an (skeptical) mahkum, avukatının kendisini kurtaracağı konusunda çok <b>şüpheci</b>ydi."
"abort","əˈbɔːt","C1","verb","to stop something before it is finished","durdurmak, iptal etmek","cancel, terminate","The mission was <b>abort</b>ed due to bad weather.","Press the red button to <b>abort</b> the process.","Abart","Yönetici 'Olayı çok <b>Abart</b> (abort)tınız, projeyi hemen <b>durdurmak</b> ve <b>iptal etmek</b> zorundayız!' diye bağırdı."
"comprehensive","ˌkɒm.prɪˈhen.sɪv","C1","adj","complete and including everything that is necessary","kapsamlı, detaylı","thorough, complete","We need a <b>comprehensive</b> guide to the software.","The school offers a <b>comprehensive</b> education.","Kamp Prensiv","Bu yaz <b>Kamp</b>ında <b>Prensiv</b> (prensip) (comprehensive) olarak öğrencilere çok <b>kapsamlı</b> ve detaylı bir eğitim veriyoruz."
"heritage","ˈher.ɪ.tɪdʒ","C1","noun","traditions, languages, or buildings from the past","miras, kalıt","legacy, tradition","We must preserve our cultural <b>heritage</b>.","The city is proud of its architectural <b>heritage</b>.","Her İti (Herite)","Köydeki yaşlı adam 'Bu topraklar dedemden kaldı, buradaki <b>Her İti</b> (hertage) kopuklu bile bizim <b>miras</b>ımızdır, korumalıyız' dedi."
"obviously","ˈɒb.vi.əs.li","B1","adv","in a way that is easy to understand or see","belli ki, açıkça","clearly, evidently","<b>Obviously</b>, we need more money to finish.","She was <b>obviously</b> upset by the news.","Av Biyesli","Terzi, 'Bu <b>Av</b>cı kıyafeti <b>Biyesli</b> (obviously) dikilmiş, <b>belli ki</b> özel bir tasarım' diyerek kumaşı inceledi."
"jeopardy","ˈdʒep.ə.di","C2","noun","in danger of being damaged or destroyed","tehlike, risk","danger, risk","The jobs of thousands of workers are in <b>jeopardy</b>.","His reckless driving put lives in <b>jeopardy</b>.","Jip Aradı","Ormanda kaybolan adamı bir <b>Jip Aradı</b> (jeopardy) ama vahşi hayvanların yarattığı <b>tehlike</b> yüzünden geri dönmek zorunda kaldı."
"controversial","ˌkɒn.trəˈvɜː.ʃəl","B2","adj","causing disagreement or discussion","tartışmalı","debatable, contentious","The new policy is highly <b>controversial</b>.","He is a <b>controversial</b> figure in politics.","Kontra Ver Şal","Defilede modacı mankene 'Zıt renklerle <b>Kontra Ver</b> şu <b>Şal</b>ı (controversial) tak' deyince eleştirmenler arasında <b>tartışmalı</b> bir durum oluştu."
"despite","dɪˈspaɪt","B1","prep","without taking any notice of or being influenced by","-e rağmen","in spite of, regardless of","We enjoyed our holiday <b>despite</b> the rain.","He won the race <b>despite</b> being injured.","Diz Payt (Payı)","Miras paylaşımında <b>Diz</b> boyu sorun çıkmasına <b>rağmen</b>, hakkına düşen <b>Pay</b>ı t (despite) alıp gitti."
"frightened","ˈfraɪ.tənd","B1","adj","feeling fear or worry","korkmuş, ürkmüş","scared, afraid","The <b>frightened</b> child hid behind the sofa.","She gets <b>frightened</b> easily.","Fırat Atın","<b>Fırat</b> nehrinin azgın sularına düşen <b>Atın</b> (frightened) gözleri <b>korkmuş</b> ve <b>ürkmüş</b> bir ifadeyle bakıyordu."
"impact","ˈɪm.pækt","B2","noun","a powerful effect","etki, darbe","effect, influence","The internet has had a huge <b>impact</b> on society.","The environmental <b>impact</b> of the factory is worrying.","İm Pak","Kargo firmasından gelen <b>İm</b>zalı <b>Pak</b>et (impact) yere düşünce içinden büyük bir patlama sesi geldi ve <b>etki</b> yarattı."
"let alone","let əˈləʊn","C1","idiom","used to emphasize that something is impossible","bırakın ... yapmayı (daha kötüsü bile olmaz anlamında)","much less, not to mention","He can't boil an egg, <b>let alone</b> cook a dinner.","I don't have a dollar, <b>let alone</b> fifty.","Let Alan","Emlakçı, 'Bu <b>Let Alan</b>ı (let alone) (arsa) satılık değil, <b>bırakın</b> buraya ev <b>yapmayı</b>, çadır bile kuramazsınız!' dedi."
"hooked","hʊkt","C1","adj","strongly attracted to something","kancayı takmış, bağımlı, tutkun","addicted, captivated","I watched the first episode and got <b>hooked</b> immediately.","He is <b>hooked</b> on video games.","Hulk","Dev <b>Hulk</b> (hooked), oltanın ucundaki yeme <b>kancayı takmış</b> ve balık gibi <b>tutkun</b> bir şekilde peşinden gidiyordu."
"applicable","əˈplɪk.ə.bəl","C1","adj","affecting or relating to a person or thing","uygulanabilir, geçerli","relevant, appropriate","This rule is not <b>applicable</b> to new students.","Fill in the details where <b>applicable</b>.","Aplik Kablo","Elektrikçi, 'Bu <b>Aplik Kablo</b>su (applicable) duvara monte etmek için <b>uygulanabilir</b> değil, kısa gelir' dedi."
"shield","ʃiːld","B2","verb","to protect someone or something","korumak, kalkan olmak","protect, guard","She wore glasses to <b>shield</b> her eyes from the sun.","The trees <b>shield</b> the house from the wind.","Şilt","Şövalye, turnuvayı kazanınca verilen <b>Şilt</b>i (shield) havaya kaldırdı ve düşman oklarından <b>korunmak</b> için önüne tuttu."
"prior","praɪər","B2","adj","existing or happening before","önceki, evvelki","earlier, previous","I have a <b>prior</b> engagement this evening.","No <b>prior</b> experience is required for this job.","Pırasa Yer","Adam, yemekten <b>önce</b>ki (prior) öğünde o kadar çok <b>Pırasa Yer</b> (prior) ki, karnı ağrır."
"beyond","biˈjɒnd","B1","prep","further away in the distance","ötesinde","past, further than","The house is just <b>beyond</b> the bridge.","The situation is <b>beyond</b> our control.","Biyonik","<b>Biyonik</b> (beyond) adam, insan gücünün <b>ötesinde</b> bir hızla koşarak duvarı delip geçti."
"aboard","əˈbɔːd","C1","adv","on or onto a ship, aircraft, bus, or train","(araç) içinde, gemide/uçakta","on board, on","Welcome <b>aboard</b> flight 405.","All passengers are <b>aboard</b> the train.","A Bordo","Kaptan, '<b>A Bordo</b> (aboard) bereli askerler geminin <b>içinde</b>!' diye bağırınca herkes kaçıştı."
"back and forth","bæk ənd fɔːθ","B2","idiom","moving first in one direction and then in the opposite","ileri geri, karşılıklı","to and fro, reciprocally","They argued <b>back and forth</b> for hours.","The pendulum swings <b>back and forth</b>.","Bek En Ford","Futbolcu <b>Bek</b>, sahadaki <b>En</b> lüks <b>Ford</b> (back and forth) arabayı görünce bir <b>ileri</b> bir <b>geri</b> gidip gelerek şaşkınlığını gizleyemedi."
"per se","ˌpɜː ˈseɪ","C1","adv","by itself; intrinsically","bizzat, kendisi, başlı başına","intrinsically, as such","The drug is not harmful <b>per se</b>, but it can be dangerous if misused.","I don't dislike the movie <b>per se</b>, I just hate the ending.","Pörsü","Bu elma <b>bizzat</b> kendisi çürük değil ama güneşte kalırsa <b>Pörsü</b> (per se)yeceği kesin."
"naively","naɪˈiːv.li","B2","adv","in a way that shows a lack of experience","safça, toy bir şekilde","innocently, unsuspectingly","He <b>naively</b> believed everything the salesman told him.","I <b>naively</b> assumed the project would be easy.","Nah Evli","Kadın adama <b>safça</b> inandı ve 'Sen <b>Nah Evli</b> (naively) olursun bu tiple' dedi ama adamın yüzüğünü göremedi."
"distinct","dɪˈstɪŋkt","B2","adj","clearly noticeable; that certainly exists","belirgin, ayrı","clear, separate","There is a <b>distinct</b> smell of gas in the room.","The two concepts are quite <b>distinct</b> from each other.","Dış Tinki","Çocuğun <b>Dış</b>arıdaki <b>Tinki</b> (teneke) (distinct) sesi diğerlerinden çok <b>belirgin</b> ve <b>ayrı</b> geliyordu."
"significant","sɪɡˈnɪf.ɪ.kənt","B2","adj","important or noticeable","önemli, kayda değer","important, meaningful","There has been a <b>significant</b> increase in sales.","This is a <b>significant</b> moment in our history.","Sigara Kant","Doktor, '<b>Sig</b>ara <b>Kan</b>t (significant) değerlerini bozar, bu sağlık için <b>önemli</b> bir durumdur' dedi."
"sophisticated","səˈfɪs.tɪ.keɪ.tɪd","C1","adj","intelligent or made in a complicated way","gelişmiş, sofistike, kültürlü","complex, advanced","The software uses a <b>sophisticated</b> algorithm.","She has a <b>sophisticated</b> taste in music.","Sofi Tike","<b>Sofi</b> (sofu) <b>Tike</b> (et) yerken o kadar <b>kültürlü</b> ve <b>sofistike</b> davranıyordu ki çatal bıçak kullanışı herkesi büyüledi."
"toward","tɔːdz","B1","prep","in the direction of","e doğru, yönünde","towards, in direction of","She walked <b>toward</b> the door.","Our attitude <b>toward</b> the problem has changed.","Tavır","Adamın bana <b>karşı</b> takındığı <b>Tavır</b> (toward), kapıya <b>doğru</b> gitmeme neden oldu."
"intuitively","ɪnˈtjuː.ɪ.tɪv.li","C1","adv","based on feelings rather than facts","sezgisel olarak","instinctively, naturally","He <b>intuitively</b> knew which path to take.","The software is designed to work <b>intuitively</b>.","İn Tüy İt Evli","Köpek, <b>sezgisel olarak</b> sahibinin geleceğini anladı ve <b>İn</b>inden fırlayıp <b>Tüy</b>lerini kabartarak <b>Evli</b> (intuitively) çifte koştu."
"presumably","prɪˈzjuː.mə.bli","B2","adv","used to say what you think is likely to happen","muhtemelen, büyük ihtimalle","probably, likely","<b>Presumably</b>, he missed the bus again.","The meeting is <b>presumably</b> still on for tomorrow.","Priz O Mobily","Elektrikler kesilince adam, '<b>Muhtemelen</b> şu <b>Priz O Mobily</b>anın (presumably) arkasında kaldı' dedi."
"nomenclature","nəˈmeŋ.klə.tʃər","C2","noun","a system for naming things","isimlendirme, terminoloji","terminology, naming","The <b>nomenclature</b> of organic chemistry can be confusing.","We need to agree on a standard <b>nomenclature</b> for our files.","Numan Kılıçtır","Tarihçi, eski <b>terminoloji</b>de isimlerin nasıl verildiğini anlatırken '<b>Numan Kılıçtır</b> (nomenclature) diye bir <b>isimlendirme</b> sistemi vardı' dedi."
"crunch","krʌntʃ","C2","verb","to process data or calculate numbers (also sound)","(veri) işlemek, çıtırdamak","process, calculate","Computers can <b>crunch</b> numbers much faster than humans.","I heard the snow <b>crunch</b> under my boots.","Kıraç","Şarkıcı <b>Kıraç</b> (crunch), stüdyoda şarkı söylerken cips yediği için mikrofondan sürekli <b>çıtırdama</b> sesleri geliyordu."
"a.k.a","ˌeɪ.keɪˈeɪ","B2","abbr","also known as","diğer adıyla","alias, also called","James, <b>a.k.a</b> the 'Tech Wizard', fixed the server.","Sodium chloride, <b>a.k.a</b> table salt, is essential.","Ay Kay Ay","<b>Ay Kay Ay</b> (a.k.a) diye bağıran adamın <b>diğer adı</b> 'Ay Dede'ymiş."
"venue","ˈven.juː","B2","noun","the place where a public event happens","mekan, yer","location, place","The stadium is a popular <b>venue</b> for concerts.","We need to book a <b>venue</b> for the wedding.","Ver Yuhu","Konser <b>mekan</b>ı o kadar kötüydü ki seyirciler '<b>Ver Yuh</b>u (venue)!' diye bağırıp sahneyi terk etti."
"behalf","bɪˈhɑːf","B2","noun","representing","adına, namına","interest, benefit","I am signing this on <b>behalf</b> of the entire team.","She spoke on <b>behalf</b> of the students.","Bi Hafta","Avukat, 'Müvekkilim <b>Bi Haf</b>ta (behalf) içinde gelmezse, onun <b>adına</b> ben imza atarım' dedi."
"determine","dɪˈtɜː.mɪn","B2","verb","to control or influence something directly","belirlemek, saptamak","decide, conclude","Your attitude will <b>determine</b> your success.","We need to <b>determine</b> the cause of the error.","Dı Tırman","Dağcı, zirveye <b>belirlemek</b> istediği rotadan gitmek için '<b>Dı Tırman</b> (determine) (dik tırman)!' diye kendine komut verdi."
"anyway","ˈen.i.weɪ","A2","adv","whatever else is happening","her neyse, zaten","anyhow, in any case","I didn't want to go <b>anyway</b>.|<b>Anyway</b>, let's change the subject.","En İyi Vey","Navigasyon bozuldu ama şoför '<b>Her neyse</b>, biz <b>En İyi Vey</b>i (anyway) (yolu) buluruz' dedi."
"concession","kənˈseʃ.ən","C2","noun","something that is allowed in order to end a disagreement","taviz, imtiyaz","compromise, allowance","Both sides had to make <b>concession</b>s to reach a deal.","The company offered a tax <b>concession</b>.","Kan Seçin","Vampirler anlaşma yapmak için '<b>Kan Seçin</b> (concession), en tatlı kanı kim verirse ona <b>taviz</b> vereceğiz' dediler."
